species,embed_dim,depth,self_heads,cross_heads,channel_emb_fraction,weight_decay,n_folds,f1_mean,f1_std,auroc_mean,auroc_std,precision_mean,precision_std,recall_mean,recall_std,balanced_acc_mean,balanced_acc_std
monkeys,32,4,8,6,,0.08,1,0.5023653507232666,0.0,0.8772718906402588,0.0,0.503708004951477,0.0,0.5069042444229126,0.0,0.5069042444229126,0.0
monkeys,32,4,8,6,,0.3,1,0.5061327219009399,0.0,0.8780854940414429,0.0,0.5171274542808533,0.0,0.5040438175201416,0.0,0.5040438175201416,0.0
monkeys,32,4,8,8,,0.08,2,0.510726809501648,0.0034887475323377645,0.8794009387493134,0.001204683370986884,0.5171825885772705,0.0006391148108191971,0.5130564570426941,0.003149971164007198,0.5130564570426941,0.003149971164007198
monkeys,32,4,8,8,,0.3,1,0.5225673913955688,0.0,0.8834414482116699,0.0,0.5305005311965942,0.0,0.524177610874176,0.0,0.524177610874176,0.0
monkeys,64,2,6,6,,0.08,2,0.5133004486560822,0.000633172105179161,0.8839957118034363,0.0008538108571336913,0.5166523456573486,0.002815240893133678,0.5165141224861145,0.0014578594899918246,0.5165141224861145,0.0014578594899918246
monkeys,64,2,6,6,,0.3,2,0.5203940868377686,0.006023121826994844,0.8869281709194183,0.0031919915719725595,0.5250910818576813,0.006814007439301771,0.5245438814163208,0.00031036939243422364,0.5245438814163208,0.00031036939243422364
monkeys,64,2,6,8,,0.08,2,0.5157521665096283,0.007995215015668087,0.8869366645812988,0.0016349605474346013,0.5178546607494354,0.007730785688110738,0.5214035511016846,0.008256230448496054,0.5214035511016846,0.008256230448496054
monkeys,64,2,6,8,,0.3,2,0.5254596471786499,0.010273041443439355,0.8895503878593445,0.0021829538717732457,0.5245874226093292,0.00965521079111816,0.529891163110733,0.01034212012814871,0.529891163110733,0.01034212012814871
monkeys,64,2,8,6,,0.08,2,0.5095591843128204,0.0064284480691241125,0.8820604383945465,0.002739250125268536,0.5157530307769775,0.006778056177521978,0.5118231773376465,0.010866131895684656,0.5118231773376465,0.010866131895684656
monkeys,64,2,8,6,,0.3,2,0.5135888457298279,0.005023651461407503,0.8846803903579712,0.0014952015977724767,0.5214063823223114,0.005171544752832231,0.5163606703281403,0.008789598816401418,0.5163606703281403,0.008789598816401418
